Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
HOXC5 human tf ARCHS4 coexpression,129/299,8.670470730375358e-24,8.493120192708589e-23,0,0,3.4954685459841306,185.61678720825543,ANKRD13B;ECI1;ATN1;RPL8;NOC2L;CAPN15;FGFRL1;IPO4;DCAF6;SYDE1;TRIM28;PSMD2;KHSRP;ARHGDIA;PSMD3;AP1S1;AKT1;PIEZO1;PHLDA2;LZTS2;SAMD11;MEN1;SCRIB;ACTN4;CSNK1E;ATAD3A;CDC25B;ILF3;ERF;RABL6;TBC1D9B;NDUFB10;MAZ;KLHL17;MRPL12;SLC9A3R2;NDOR1;KLC2;IRAK1;ZNF703;NACC1;DVL1;PLCG1;PRR22;PRELID1;INTS1;FANCA;VASN;PRRC2A;HNRNPL;SMTN;MC1R;LRFN4;UBE2S;FASN;TRIP6;UBA1;DUS1L;SLC2A4RG;CDK16;UBE2M;EIF4G1;RARG;ZMYND19;CHTF18;FOXM1;LMNB2;PTBP1;FASTK;SNAPC4;CEP170B;ZNF768;RAC3;HMG20B;NELFB;SCARF2;EMD;POLE;SCYL1;TEAD4;BRD2;CLUH;TNFRSF12A;MYOF;MRPS2;DDX54;KIF7;RAD23B;TRAF7;SAPCD2;RPUSD1;EEF1D;AKT1S1;SLC25A10;ZNF598;THOP1;GTF3C1;SZRD1;RAB1B;SRRT;RFNG;SLC7A1;CENPB;RECQL4;TGFBR3L;MTA1;CCDC85C;U2AF2;PES1;LMNA;ANKRD52;RPS2;SPDEF;MBD3;PPP1R14B;SF3A2;CDKN2A;FBXL19;CDC42BPB;SCAF1;MYO19;DHRS4;TICRR;BOP1;MYBBP1A;CARM1;TAOK2;STUB1;TRMT61A,ARCHS4_TFs_Coexp
ZNF764 human tf ARCHS4 coexpression,129/299,8.670470730375358e-24,8.493120192708589e-23,0,0,3.4954685459841306,185.61678720825543,CHIC2;TONSL;ALKBH7;TSEN54;NUBP2;COMTD1;AKR7A2;ALKBH4;MYC;FAM3A;ZNF324;HOXA6;SLC39A4;RPP38;MAP1S;CLEC11A;MIF;PRKAB1;GTPBP3;TUFM;SIGIRR;THAP7;DNAJC30;GRWD1;TRIM14;PFN1;ACOT4;ISYNA1;CDCA4;NDUFB11;MRI1;HSPBP1;CDKN2AIP;ZNHIT2;RHOT2;SHARPIN;CHST12;AMDHD2;RCE1;THEM6;CYC1;KCNN4;STAT5A;CDT1;ACD;SDF2L1;IDH2;TRAPPC5;ASPSCR1;B3GALT6;HPS6;LSM4;NMRAL1;TBL3;ARMC10;C19ORF47;INTS5;NDUFAF3;PIN1;RNPS1;CD320;GALK1;NXT1;GPAA1;CCDC124;WDR4;MED16;LIMD2;MRPL41;MRPL4;PIDD1;TMEM102;ZNF408;OPA3;DHX16;ACADS;GET4;MRPS26;RBM14;MRPS2;DDX54;LRRC41;FAM189B;GFOD2;C19ORF25;PTRH1;ATG4B;PIGM;RCCD1;THOP1;MCM2;ZNF593;SSNA1;MRPS34;PRICKLE3;ZDHHC24;TMEM160;ASCL1;COX5A;MRPL57;HSD17B8;TMEM201;EXOSC4;RASD1;POLD1;RALY;SCAND1;CENPT;SLC35A4;EGLN2;WDR18;HAGHL;ADAT3;YIF1B;KLF1;SPATA2L;SPSB3;BCKDK;CCS;NUDT8;SHKBP1;SGSM3;NEURL1;RPS6KB2;RBM42;POLR3H;APBA3;ZNF335;ZNF574,ARCHS4_TFs_Coexp
IRF3 human tf ARCHS4 coexpression,128/299,3.02892887471806e-23,2.8850129171347713e-22,0,0,3.446895094540524,178.72581268217053,ANKRD13D;HDAC10;JADE2;ETS1;CAPN15;RPS6KA4;RAB43;STK10;CCND3;STK11;ARHGDIA;COTL1;FAM53B;ARSA;FBXW5;ARRDC1;GTPBP6;TAP2;HLA-C;TAP1;UBALD2;CYBA;RUNX3;MFSD10;HLA-E;MOB3A;SIGIRR;RNF126;WDR81;SAP25;DGKQ;RIN3;PRR12;RPL28;SF1;ANAPC2;ZNF276;INO80E;KMT2B;AKAP17A;CORO1A;CORO1B;RHOT2;SBNO2;NDOR1;DPP7;DHX34;GRK6;ZBTB7B;TGFB1;INTS1;CPSF1;FAM78A;TNK2;ABCA7;CCDC88B;PARP10;ABTB1;GNB2;TUBGCP6;CORO7;DUS1L;LRCH4;OGFR;PIK3CD;PPP1R18;MED15;LIMD2;PPP1R9B;LFNG;PPP6R1;FASTK;RAC2;EFHD2;CIC;UPF1;TSC22D4;SUN2;DBNL;REXO1;AXIN1;BTN3A3;KLF16;ARFGAP1;GAK;GIGYF1;ZAP70;MED25;PITPNM1;EEF1D;PPP1R12C;RNF166;IRF9;TRABD;TP53I13;RGS19;AP5Z1;LMF2;DCAF15;POLD4;FZR1;TAF1C;U2AF2;STAT6;ZNF865;FBRS;CYTH1;SH2B1;EGLN2;ATP13A1;LAPTM5;MYO9B;SCAF1;USF2;DEF6;KLF2;CLCN7;XAB2;PFKL;ABHD17A;SHKBP1;SGSM3;CD7;EIF3G;CCM2;PNPLA6;SIPA1;ENGASE,ARCHS4_TFs_Coexp
HOXC6 human tf ARCHS4 coexpression,128/299,3.02892887471806e-23,2.8850129171347713e-22,0,0,3.446895094540524,178.72581268217053,FOXA1;MDC1;TONSL;ATN1;UBE2Z;HOXA13;CAPN15;FGFRL1;SYDE1;CHCHD2;EME2;KHSRP;ARHGDIA;AKT1;PIEZO1;PRKACA;LZTS2;HOXA4;SAMD11;MEN1;DDX11;FBXO17;SCRIB;ACTN4;CSNK1E;ATAD3A;CTDNEP1;LOX;ERF;ULK1;KCTD15;RABL6;TBC1D9B;SRCAP;MAZ;KMT2B;KLHL17;SLC41A1;WDR62;IQGAP3;SLC9A3R2;NDOR1;KLC2;IRAK1;ZNF703;DVL1;GSE1;PLCG1;PRR22;RHBDL1;VASN;PRRC2B;PRRC2A;HNRNPL;SMTN;UBE2S;FASN;CNOT3;DUS1L;SLC2A4RG;CDK16;RNF187;UBE2M;EIF4G1;ZNF512B;KDM5C;ZMYND19;CHTF18;FOXM1;LMNB2;MRPL40;SNAPC4;CEP170B;ZNF768;WDR5;RAC3;HMG20B;SCARF2;EMD;TNPO2;POLE;BRD2;SREBF1;CLUH;RAD23B;EPN1;NCOR2;TRAF7;FAM189B;ZEB1;SAPCD2;COL6A2;PAX9;COL6A1;AKT1S1;SLC25A10;ZNF598;SZRD1;RAB1B;SRF;SRRT;FOXK2;WIZ;LRP3;SLC7A1;RECQL4;MTA1;U2AF2;ANKRD52;SPDEF;PAK4;MBD3;NPDC1;SF3A2;CDKN2A;LAMB2;PCGF2;PDAP1;CDC42BPB;C9ORF40;SCAF1;GRHL2;MAPK12;MYBBP1A;NFIC;CARM1;TAOK2;BCAR1,ARCHS4_TFs_Coexp
ZNF664 human tf ARCHS4 coexpression,128/299,3.02892887471806e-23,2.8850129171347713e-22,0,0,3.446895094540524,178.72581268217053,FOXA1;APP;MDC1;NCKAP1;TRRAP;ZFAND3;ATN1;UBP1;NUCKS1;ARHGAP39;SOGA1;FGFRL1;TRIM28;CDH1;KHSRP;PSMD3;AP1S1;AKT1;GTF2I;MCCC2;DDX17;USP5;UBE2E1;SCRIB;ACTN4;CSNK1E;SND1;RNF40;PYGO2;ILF3;RALGAPB;ERF;LLGL1;RABL6;GLYR1;POM121;TBC1D9B;MAZ;NOP9;HSP90B1;BAG6;RAI1;IRAK1;NACC1;DVL1;PLCG1;PPP1R26;INTS1;EIF2AK1;NONO;FAM199X;PRRC2B;PRRC2A;HNRNPL;FUBP3;FASN;GNB1;UBA1;LSM14B;CDK16;RNF187;EIF4G1;ZNF512B;KDM5C;PTPRS;PRKCSH;CLTC;DDX42;CHD4;CHD3;SMG5;LMNB2;LMNB1;PTBP1;SEC61A1;ZC3H7B;CEP170B;ZNF768;WDR5;UBTF;KIF1C;NELFB;TNPO2;UPF1;CLUH;ARHGEF12;ZFP91;DYNLL2;SREBF2;DDB1;TRAF7;ATRN;PLCB3;INCENP;GTF3C1;MTPN;SMARCD2;SZRD1;CANT1;FOXK2;WIZ;SLC7A1;CENPB;USP19;TM9SF3;PURB;REPIN1;HIRA;MTA1;CCDC85C;U2AF2;PES1;FAM120A;CTNNA1;EIF4H;ANKRD52;UBQLN4;MBTPS1;SORT1;FBXL19;AP2B1;CDC42BPB;SCAF1;MTOR;SKI;XPOT;CARM1;TAOK2,ARCHS4_TFs_Coexp
MIER2 human tf ARCHS4 coexpression,128/299,3.02892887471806e-23,2.8850129171347713e-22,0,0,3.446895094540524,178.72581268217053,RNH1;EHMT2;TONSL;MPV17L2;WDR83;ZDHHC8;SCAMP4;COMTD1;STK11;TRIM28;ARHGDIA;ZNF444;EPHB4;SH3GL1;MAP1S;C21ORF58;SCRIB;FOXP4;ATAD3B;HCFC1;FSCN1;ERF;FLYWCH1;PRR12;ZFPM1;PPP1R37;PIF1;TTYH3;TMEM161A;CDCA4;KMT2B;WDR62;PLCXD1;HSPBP1;ARHGAP22;NDOR1;AMDHD2;NACC1;UAP1L1;KCNN4;SNX8;ST3GAL2;AP1M1;CDT1;INTS1;TRAPPC5;HPS6;ADAP1;CHERP;LRFN4;UBE2S;GNB2;TRIP6;TADA3;C19ORF47;CD320;ZNF512B;KCNC4;QPRT;CCDC124;PCSK7;PTPN23;MED16;MED15;MRPL41;PIDD1;SIN3B;MTG2;OPA3;NELFB;CIC;ZNF764;MYBL1;PELP1;GET4;REXO1;SPHK2;SPHK1;MRPS2;DDX54;KLF16;ARFGAP1;EPN1;NCOR2;CTU2;FAM189B;MED25;AKT1S1;CACTIN;ZNF598;THOP1;PPP1R12C;DBN1;SHANK1;ZNF593;AP5Z1;DOT1L;MRPS34;ZDHHC24;WIZ;RFNG;LMF2;FZR1;TMEM201;NCLN;POLD1;MICALL1;POLR2E;RALY;ZNF865;PAK4;MBD3;SF3A2;WDR18;FBXL19;LIMK1;ADRM1;SGTA;DOHH;MCOLN1;SCAF1;RAB11B;YIF1B;BYSL;KLF1;XAB2;CARM1;BCAR1,ARCHS4_TFs_Coexp
H1F0 human tf ARCHS4 coexpression,128/299,3.02892887471806e-23,2.8850129171347713e-22,0,0,3.446895094540524,178.72581268217053,APP;ZFAND3;ATN1;RPL8;UBE2Z;FGFRL1;TRIM28;KHSRP;ARHGDIA;PSMD3;AP1S1;AKT1;CAPN1;LZTS2;MEN1;PDIA3;USP5;SCRIB;ACTN4;CSNK1E;FOXP4;RNF40;ILF3;PRPF6;ERF;PKP3;RABL6;TBC1D9B;RAB5C;MAZ;CORO1B;NOP9;SLC9A3R2;BAG6;RAI1;KLC2;IRAK1;NACC1;DVL1;INTS1;JUP;CPSF1;EIF2AK1;IRF2BP1;PRRC2B;PRRC2A;CHERP;HNRNPL;FUBP3;STK25;FASN;GIPC1;GNB2;CNOT3;GNB1;UBA1;LSM14B;SLC2A4RG;CDK16;BCL2L1;EIF4G1;ZNF512B;KDM5C;PRKCSH;DDX42;PTPN23;SMG5;LMNB2;PTBP1;SART1;SEC61A1;ZC3H7B;CEP170B;ZNF768;NELFB;SCYL1;UPF1;BRD2;SREBF1;CLUH;LSR;SLC39A14;DYNLL2;RAD23B;SREBF2;ARFGAP1;NCOR2;TRAF7;ATRN;PLCB3;INF2;MMP15;AKT1S1;CDC42EP1;GTF3C1;SMARCD2;SZRD1;AHCY;CANT1;RAB1B;FOXK2;RRBP1;CENPB;USP19;REPIN1;MTA1;CCDC85C;ERBB3;U2AF2;PES1;HSF1;CTNNA1;EIF4H;RALY;ANKRD52;UBQLN4;MBTPS1;FBXL19;AP2B1;CDC42BPB;SCAF1;DHRS2;PFKL;CARM1;TAOK2;TSPAN17;NOTUM;EIF3C,ARCHS4_TFs_Coexp
ZNF622 human tf ARCHS4 coexpression,127/299,1.0435725855162856e-22,9.88526998587954e-22,0,0,3.3989056671164377,172.0329661321248,POP7;KEAP1;GHITM;RRP9;NUBP2;ABHD13;TMEM147;PSMD4;PSMD2;FTH1;CFL1;PHLDA2;ABT1;IFRD2;NOSIP;IMP4;FTSJ1;SCAMP3;JMJD6;TUFM;DPM2;DDX39A;BRMS1;SCO2;GRWD1;CLPP;CDC37;MRTO4;NHP2;SMS;CCDC86;ATP6V0D1;AURKAIP1;SQSTM1;MMADHC;SNRPB;LRPAP1;RPS19BP1;MRPL12;OAZ1;NME1-NME2;C7ORF50;STIP1;PPP4C;UBC;CYC1;SNX8;PRELID1;PDHA1;NOP16;HSPA5;VTA1;OSGIN1;MRPL28;LSM4;EIF6;CYCS;FARSA;ITPA;COPE;CD320;ARF1;FEN1;MRPS12;CCDC124;PINX1;SRP54;CLTA;PQBP1;SEC61A1;MAP1LC3B;NTMT1;DGCR6L;TMED2;GET4;CCT3;LYPLA2;NUDC;SEC13;TNFRSF12A;MRPS2;SIRT6;MLF2;PTP4A1;CTU2;CREB3;NDUFS8;GORASP2;TCP1;PLIN3;PFDN2;ALDOA;TSSC4;TUFT1;SSNA1;GPS1;WDR24;HSD17B10;PSMA7;MRPL55;PPM1G;PSMB6;TFPT;EXOSC4;SERTAD1;PUF60;C16ORF91;PES1;POLD2;POLR2E;SCAND1;BID;EMC7;CCT4;MTX1;WDR18;CNBP;YIPF5;ADRM1;SGTA;DOHH;TARBP2;PSMC4;EIF3G;RBM42;PRPF31;TRMT61A,ARCHS4_TFs_Coexp
ID1 human tf ARCHS4 coexpression,126/299,3.545955583321672e-22,3.3224062095905226e-21,0,0,3.351490119830846,165.53366422437628,CYFIP1;CHPF;RPL8;TMEM141;FGFRL1;IPO4;SYDE1;TUBB6;TRIM28;PSMD2;PSMD3;AP1S1;PIEZO1;CAPN1;PHLDA2;LZTS2;EPHB4;PDIA3;FBXW5;PCYT2;USP5;DAPK3;KRT7;SCRIB;ACTN4;ATAD3A;SND1;TUFM;CLDN4;RAB34;FSCN1;ERF;PKP3;RIN1;NBL1;RABL6;SNRPB;SLC27A4;SHC1;MST1R;CORO1B;SLC9A3R2;FAM83G;IRAK1;NACC1;DVL1;TSPAN4;PLEK2;CYC1;ISOC2;PPP1R26;ESRRA;INTS1;JUP;SLC52A2;SMAD6;NR2F6;SMTN;LRFN4;EIF6;GIPC1;TRIP6;MAFK;FGFR3;CDK16;EIF4G1;SLC25A1;COL18A1;PYGB;RARG;PRKCSH;CLTA;SMG5;LMNB2;PTBP1;SEC61A1;CEP170B;KIF1C;NELFB;SCYL1;TEAD4;UPF1;SEC13;CLUH;TNFRSF12A;ITGA3;MYOF;DDX54;LSR;SLC39A14;RAD23B;ARFGAP1;DDB1;TRAF7;PLCB3;INF2;SAPCD2;MMP15;TRNP1;AKT1S1;CDC42EP1;TAX1BP3;SLC25A10;TKT;DOCK1;GTF3C1;AHCY;RAB1B;IER5L;RRBP1;AGPAT2;CENPB;PES1;LMNA;CTNNA1;EIF4H;PPP1R14B;LAMB2;ADRM1;CDC42BPB;TUBB4B;BOP1;POLR3A;TMEM54;TAOK2;BCAR1,ARCHS4_TFs_Coexp
ZNF592 human tf ARCHS4 coexpression,126/299,3.545955583321672e-22,3.3224062095905226e-21,0,0,3.351490119830846,165.53366422437628,TRRAP;NCF2;JADE2;RAB43;PREX1;STK11;RAVER1;ARHGDIA;AKT1;FAM53B;EP300;PRKACA;DDX17;TAP2;AP5B1;HCFC1;HLA-E;CTDNEP1;WDR81;RAB35;ERF;ULK1;PRR12;SF1;GLYR1;ANAPC2;ZNF276;POM121;TBC1D9B;SRCAP;PXN;MAZ;KMT2B;NOP9;TGOLN2;BAG6;SBNO2;NDOR1;MAN2A2;DHX34;GRK6;ZBTB7B;BCL9L;MCL1;STAT5B;CREBBP;TGFB1;INTS1;FAM78A;IQSEC1;SETD1B;ABCA7;PRRC2B;PRRC2A;CCDC88B;ABTB1;SH3BP5L;BCL6;SP1;GNB2;CNOT3;ATG2A;PLEKHM2;LRCH4;OGFR;DIDO1;KDM5C;PIK3CD;PTPN23;CHD3;PPP1R18;MED15;SMG5;PPP1R9B;CABIN1;MED12;SART1;PPP6R1;EFHD2;UBTF;ZNF646;CIC;UPF1;BRD2;SUN2;REXO1;TFE3;AXIN1;KLF16;IL17RA;NCOR2;GAK;MED25;PITPNM1;ARHGEF1;ARHGEF2;PPP1R12C;RNF166;SZRD1;FURIN;USP19;DCAF15;HIRA;FZR1;C15ORF39;RXRA;U2AF2;STAT6;ZNF865;ANKRD52;RELT;FBRS;CYTH1;RBM38;SF3A1;MYO9B;SCAF1;USF2;GATAD2A;SKI;CLCN7;XAB2;TAOK2;PNPLA6;SIPA1;ENGASE,ARCHS4_TFs_Coexp
HOXD10 human tf ARCHS4 coexpression,125/299,1.1882567849563873e-21,1.0838913742141859e-20,0,0,3.304638542013814,159.22343200269103,MDC1;TRRAP;RRP1;NUCKS1;MKI67;NOC2L;HOXA13;EME2;KHSRP;HOXA6;HOXA4;SAMD11;DDX17;UNC5B;DDX11;FBXO17;UBE2E1;CSNK1E;ATAD3A;CDC25A;RNF40;HCFC1;ILF3;RPL7L1;GEMIN4;ZNF711;KCTD15;KANK4;POM121;ISYNA1;INO80E;SRCAP;PRKDC;MAZ;KMT2B;KLHL17;WDR62;IQGAP3;RAI1;IRAK1;ZNF703;FAM43B;NKX2-5;HOXC6;FANCI;CDT1;TGFB2;NOP14;NONO;FANCA;NUP153;NR2F2;PRRC2B;PRRC2A;CHERP;HNRNPL;DHFR;UBE2S;TRIP6;CNOT3;UBA1;DUS1L;CDK16;RNF187;EIF4G1;ZNF512B;DAZAP1;KDM5C;ZMYND19;FOXM1;SMG5;LMNB2;PTBP1;ADAMTS1;ZNF768;WDR5;UBTF;RAC3;MYBL2;EMD;TNPO2;POLE;CCT3;BRD2;CAD;NME4;KIF7;SMC1A;TFDP1;ESPL1;DEPDC1;ZNF598;THOP1;MCM2;GTF3C1;PKN3;SRRT;CEBPG;FOXK2;WIZ;LRP3;SLC7A1;MTA1;ZNF629;POLR2A;U2AF2;PES1;E2F1;ANKRD52;RPS2;MBD3;RANBP1;SF3A2;NAA10;CDKN2A;FBXL19;RRP1B;MTOR;TICRR;MCM3AP;MYBBP1A;XPOT;TAOK2;NCAPD2;BCOR,ARCHS4_TFs_Coexp
ZNF609 human tf ARCHS4 coexpression,125/299,1.1882567849563873e-21,1.0838913742141859e-20,0,0,3.304638542013814,159.22343200269103,MDC1;TRRAP;ATN1;MKI67;SOGA1;ELK4;HERC2;TRIM28;ZMIZ1;KHSRP;AKT1;PIEZO1;EP300;GTF2I;DDX17;SMARCC1;SMARCC2;CSNK1E;SND1;HCFC1;ILF3;RALGAPB;WDR82;PRR12;LLGL1;SF1;MACF1;POM121;SRCAP;KMT2A;KMT2B;NOP9;BAG6;RAI1;POM121C;NACC1;GSE1;PLCG1;SPTBN2;BPTF;BCL9L;CREBBP;INTS1;SETDB1;SETD1B;DNAJC13;NUP153;PRRC2B;SMARCA4;PRRC2A;HNRNPL;SP1;CNOT3;GNB1;TCF3;LSM14B;RCOR1;SUGP2;EIF4G1;SETD5;DIDO1;KDM5C;PTPRS;DDX42;CHD4;PTPN23;CHD3;CHD2;CABIN1;MED12;RPTOR;PTBP1;MED13;ZC3H7B;UBTF;ZNF646;CIC;TNPO2;POLE;UPF1;BRD2;ARHGEF12;CAD;ZFP91;ASH1L;URB1;RAD23B;SREBF2;NCOR2;GIGYF1;TRAF7;RNF169;INCENP;BIRC6;LUC7L2;GTF3C1;NFAT5;ZNF592;SRF;DOT1L;WIZ;FOXK1;NR2C2;PURB;HIRA;MTA1;CCDC85C;POLR2A;U2AF2;ANKRD52;FBRS;SF3A1;FBXL19;AP2B1;CDC42BPB;SCAF1;GATAD2B;MTOR;GATAD2A;MCM3AP;KANSL1;TAOK1;CARM1;TAOK2;BCOR,ARCHS4_TFs_Coexp
ZNF837 human tf ARCHS4 coexpression,125/299,1.1882567849563873e-21,1.0838913742141859e-20,0,0,3.304638542013814,159.22343200269103,SMARCB1;PWWP2B;RPL8;RPS6KA4;SCAMP4;RAVER1;TRIM28;PSMD3;CFL1;ARHGDIB;CCDC97;ARL6IP4;PIM3;EPHB4;SLC39A4;C11ORF68;MEN1;TALDO1;SCRIB;ARMC7;CYBA;SCAMP3;THAP4;RNF126;MAPKAPK3;GRWD1;CDC37;RPL29;PFN1;ANAPC2;ZNF672;INO80B;TMEM161A;PPP1R35;MRPL12;RHOT2;PPP4C;DPP7;TMEM129;DHX37;THEM6;ISOC2;STAT5A;EEFSEC;NUS1;SLC52A2;PCIF1;IRF2BP1;NFATC1;FLI1;SMARCA4;CHERP;STK25;GNB2;CCDC22;SLC2A4RG;COPE;MED16;LIMD2;MRPL4;GLI4;PTBP1;SART1;NAPRT;PPP6R2;HYAL3;ZNF768;HMG20B;NELFB;ZNF524;EMD;SCYL1;TOMM70;PRMT5;EGFL7;MRPS2;DDX54;LIME1;MZT2B;OXLD1;RPUSD1;DNLZ;ZNF598;TRABD;SMARCD2;TOMM40;TP53I13;NDUFB7;TSSC4;MGRN1;SSNA1;ASB13;ZBTB42;TMEM160;CENPB;PSMB10;CLN6;SH3BGRL;PDF;HIRIP3;PUF60;TMEM204;CCDC85B;ZNF628;HSF1;POLR2E;RALY;SCAND1;RPS2;E2F4;ATP13A1;WDR18;FBXL15;KIAA2013;DOHH;SCAF1;EPOR;BOP1;CAPN10;SHKBP1;EIF3G;ALDH16A1;RBM42;STUB1;CCDC61,ARCHS4_TFs_Coexp
GTF3A human tf ARCHS4 coexpression,125/299,1.1882567849563873e-21,1.0838913742141859e-20,0,0,3.304638542013814,159.22343200269103,CHIC2;MPG;NUBP2;PYCARD;COMTD1;RASSF1;AKR7A2;CCND3;MYC;CFL1;ARHGDIB;MACROD1;ARL6IP4;B2M;IFRD2;CLEC11A;TALDO1;CYBA;MIF;TUFM;SIGIRR;RNF126;MAPKAPK3;THAP7;TRIM14;JTB;RPL29;PFN1;AURKAIP1;DUS3L;SNRPB;RNASEH2C;CDCA4;MRPL12;OAZ1;HSPBP1;MYL12A;ZNHIT2;PPP4C;DPP7;SHARPIN;AMDHD2;RCE1;THEM6;CYC1;KCNN4;NDUFV1;BTF3;PRELID1;SDF2L1;IDH2;TRAPPC5;C20ORF27;LSM4;FLI1;NMRAL1;DRAP1;LSM7;NDUFAF3;PIN1;FARSA;COPE;CD320;GALK1;NXT1;TRADD;CCDC124;MRPL38;LIMD2;MRPL41;MRPL4;LYL1;NAPRT;RAC2;TSPO;ZNF764;ACADS;NUDC;MRPS26;DDX54;NME4;APRT;EEF1D;LCK;NAA38;MCM2;SLC25A6;ZNF593;RGS19;HDAC1;SSNA1;MRPS34;TMEM160;COX5A;MRPL57;HSD17B8;LAGE3;PSMB10;EXOSC4;CCDC85B;POLD1;UCP2;POLD2;POLR2E;RALY;SCAND1;RPS2;RPL18;GADD45GIP1;RANBP1;WDR18;NR1H2;CNBP;ADRM1;PSMB8;DEF6;YIF1B;PPP1CA;KLF1;SPSB3;BCKDK;NUDT8;CDK2AP2;EIF3G;RBM42,ARCHS4_TFs_Coexp
UBR4 human tf ARCHS4 coexpression,125/299,1.1882567849563873e-21,1.0838913742141859e-20,0,0,3.304638542013814,159.22343200269103,MDC1;NUP188;ICE1;TRRAP;UBP1;MKI67;HERC2;TRIM28;KHSRP;AKT1;PIEZO1;EP300;DDX17;SCRIB;ATP11B;SND1;RNF40;HCFC1;ILF3;RALGAPB;PRR12;RABL6;SF1;ANAPC2;NOTCH2;MACF1;POM121;SRCAP;PRKDC;KMT2B;NOP9;BAG6;RAI1;PDCD11;POM121C;NACC1;PLCG1;ZBED6;CREBBP;INTS1;CPSF1;NUP153;PRRC2B;PRRC2A;HNRNPL;SP1;FASN;OGT;SUGP2;PHF19;EIF4G1;SETD5;DIDO1;DAZAP1;KDM5C;CLTC;DDX42;CHD4;PTPN23;CHD3;MED15;SMG5;LMNB2;CABIN1;MED12;RPTOR;PTBP1;MED13;SIN3B;ZC3H7B;PPP6R1;UBTF;ZNF646;CIC;POLE;UPF1;BRD2;CLUH;REXO1;CAD;URB1;RAD23B;SREBF2;ARFGAP1;NCOR2;GAK;DDB1;RNF169;INCENP;BIRC6;ARHGEF2;GTF3C1;NFAT5;WDR26;ZNF592;DOT1L;SRRT;FOXK2;RRBP1;FOXK1;AMBRA1;NR2C2;SLC7A1;USP19;HIRA;FZR1;BTAF1;POLR2A;U2AF2;MAPK1;ANKRD52;RANBP2;MYO9B;CDC42BPB;SCAF1;MTOR;GATAD2A;SKI;XAB2;MCM3AP;MYBBP1A;CARM1;TAOK2;NCAPD2;BCOR,ARCHS4_TFs_Coexp
E2F3 human tf ARCHS4 coexpression,124/299,3.9268337474490295e-21,3.5259694690636083e-20,0,0,3.2583412495432955,153.0978996542216,MDC1;NUP188;ICE1;TRRAP;BUB1B;NUCKS1;MKI67;IPO4;IPO5;TRIM28;KHSRP;ZNF687;TMPO;SMARCC1;DDX11;UBE2E1;CDC25A;HCFC1;EEF1A1;HIC2;ILF3;GEMIN4;KCTD15;SF1;SNRPB;POM121;CDCA4;PRKDC;CDCA5;MAZ;NCAPG;MBTD1;PDCD11;ZNF703;NACC1;CLSPN;PLK4;LYN;FANCI;NUS1;CDT1;NOP14;BRPF1;CBX3;FANCA;NUP153;PA2G4;ZWINT;PRRC2A;CHERP;HNRNPL;DHFR;TPX2;FUBP3;HNRNPF;KIF4A;STK26;CDK2;HNRNPD;TCF3;SAE1;DAZAP1;FEN1;MCM7;NCAPG2;KIF14;MCM10;CHD4;LMNB2;LMNB1;PTBP1;NUP62;RBPMS2;WDR5;UBTF;ZNF646;MYBL2;POLE;TOMM70;BRD2;RFC4;CAD;DDX54;SMC1A;CCNA2;TFDP1;ESPL1;INCENP;KIFC1;DEPDC1;MCM5;TOP1;ZNF598;DTL;MCM2;RPL12;SRRT;TYMS;SLC7A1;RECQL4;HIRA;C15ORF39;CDC45;MTHFD1L;U2AF2;E2F1;RAD54L;BUB1;RANBP1;SF3A1;SLC16A1;SPAG5;RRP1B;GATAD2A;TICRR;MYBBP1A;XPOT;RFWD3;TACC3;POLR3G;NCAPD2;CENPO;BCOR;EIF3A,ARCHS4_TFs_Coexp
ZNF335 human tf ARCHS4 coexpression,124/299,3.9268337474490295e-21,3.5259694690636083e-20,0,0,3.2583412495432955,153.0978996542216,ANKRD13D;HDAC10;JADE2;CAPN15;RAB43;PREX1;STK10;ARHGDIA;PIEZO1;FAM53B;PIM3;JUNB;FBXW5;ARRDC1;TAP2;AP5B1;RUNX3;HLA-E;MOB3A;ERN1;WDR81;SAP25;DGKQ;RIN3;PRR12;SF1;ANAPC2;ZNF276;INO80E;SRCAP;KMT2B;AKAP17A;CORO1A;RHOT2;SBNO2;NDOR1;DHX34;GRK6;CAMTA2;ZBTB7B;BCL9L;TGFB1;PPAN-P2RY11;INTS1;FAM78A;IQSEC1;SETD1B;TNK2;ABCA7;PRRC2A;CCDC88B;PARP10;ABTB1;ATG2A;TUBGCP6;CORO7;LRCH4;TECPR1;OGFR;KDM5C;ELL;PIK3CD;CHD3;PPP1R18;MED15;LIMD2;PPP1R9B;CABIN1;PPP6R1;EFHD2;DHX16;ZNF646;CIC;UPF1;BRD2;SUN2;DBNL;REXO1;AXIN1;BTN3A3;ARFGAP1;GAK;GIGYF1;ZAP70;MED25;PITPNM1;IRF3;RASA3;ARHGEF1;ARHGEF2;PPP1R12C;RNF166;TRABD;DNAH1;CTDP1;AP5Z1;LMF2;USP19;DCAF15;FZR1;C15ORF39;SH3BP2;STAT6;ZNF865;FYN;RELT;FBRS;CYTH1;SLC35A4;ATP13A1;MYO9B;SCAF1;CDK11B;USF2;DEF6;KLF2;CLCN7;XAB2;LBX2;ABHD17A;SHKBP1;PNPLA6;SIPA1;ENGASE,ARCHS4_TFs_Coexp
