Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Gene_set
Mouse gastrocnemius 5 months vs 30 months GSE11291 aging:203,82/352,0.0091137290897812,0.0310300776152075,0,0,1.3719970461896889,6.445605506052281,RYR1;ARF1;NDUFA13;NARF;TFRC;CLTC;GHITM;RPL8;HERPUD1;PPP1CB;PPP3CB;UBL3;TMEM147;SNRPD2;SUMO1;FTH1;FASTK;OTUD6B;GLUL;CTSD;SCN1B;PHLDA3;SREBF1;CACNA2D1;CACYBP;UBALD2;RAD23A;GPCPD1;MLF2;TRDN;CLIP1;MAF;NDUFS8;NDUFS6;TXNIP;PFN1;SOS2;SLC25A11;PFN2;PLEC;DDX5;CEBPB;ECHS1;PFKFB3;HDAC3;CBFB;GSTP1;RAB1B;TWF2;COX5A;RTN4;CDC42;PPP3R1;UGP2;MAT2A;GPC1;UBC;PGK1;SCAND1;RABAC1;NDUFA9;POLR2M;STAT5B;UBE2B;MDH2;SMOX;IDH3G;AGL;CNBP;BNIP3;STYX;VEGFB;HIPK3;DRAP1;BCL6;NEDD4;PIN1;CALM3;TAB2;CALM1;FERMT2;EIF4G1,Aging_Perturbations_from_GEO_down
Rat diaphysealfemoralcallus 6 weeks vs 26 weeks GDS1995 aging:115,75/319,0.0097709437560898,0.0328763519322551,0,0,1.3881071730500625,6.424635035252099,ITGB1;FEN1;BTG1;TFRC;CLTC;PRKAG1;HMGB2;CLTA;PIK3CD;RPL8;COX6A1;ACTB;TXN2;NRGN;MT2A;GJA1;TUBA1B;TBK1;DBP;RPL18A;PTTG1;BASP1;STMN1;RPL36;GRB10;RPLP2;B2M;CTBS;TMSB10;COX8A;PDIA3;SRGN;BNIP3L;HSP90AA1;GPX1;CACNA2D1;TALDO1;RPS3A;YWHAZ;COX7A2L;MMP14;RCN2;LOX;HMBS;CD47;RPL29;PTMA;ATP6V0C;ATP6V1A;NDUFB9;SMARCD2;RPN2;FURIN;GATA1;CORO1A;MYL12B;CDC42;GNG10;RACGAP1;UCP2;SPP1;HMOX1;ATP6V1D;ARSB;RPL19;CNBP;IGF1;NFKB1;PNRC2;FKBP1A;P4HA1;HNRNPF;ID3;CYCS;RPS21,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 61 years vs 72 years GSE62373 aging:184,84/363,0.0099791795925297,0.0331865739937618,0,0,1.360125926395901,6.266446155126612,MIDN;PLEKHF1;NXT1;TFRC;CCNH;NCAPG2;TXNDC11;RORA;SLC2A3;CHD1;IRF2BPL;FTH1;COTL1;OLR1;ZNF326;ARIH1;RRP12;ZNF324;IER3;NDEL1;MEF2A;GABARAPL1;DUSP2;PDE4D;PLAUR;FOS;VPS37B;PASK;JOSD1;ETV3;GPCPD1;CDC34;TUBB2A;DDIT3;NINJ1;CKS2;NBL1;RNF166;SF1;ZNF592;PFKFB3;RRN3;TUFT1;FGL2;CRIP2;HIF1A;MNT;SERTAD1;LMNA;DYM;HMOX1;HES4;ABCA1;LYN;RBM38;EGR1;CREBBP;RRM1;TGFB1;SLC10A3;CMTM6;ZBTB10;G0S2;ELL2;FOSL2;SPATA2L;HNRNPL;MAP3K15;RYBP;TMEM158;MAFB;PRC1;FASN;TAOK1;ID3;FOSB;GRB2;SERINC1;BCOR;LAMTOR3;HSPA1B;SLC25A36;GZF1;NFE2L2,Aging_Perturbations_from_GEO_down
Mouse hematopoietic stem cells 6 weeks vs 88 weeks GSE48893 aging:224,88/384,0.0110286870061991,0.0362552239514132,0,0,1.343148211502642,6.05391215182422,ERCC6L;SMARCB1;ITGAM;MCM7;FKBP14;GPR65;GMNN;ARPC5L;NUDT1;EFCAB7;MILR1;SGCE;LGALS1;TMEM147;HEY1;PRADC1;CHEK1;PBK;WDR5;POLE;CEP55;DLGAP5;CCT3;RFC4;IL15;PRMT1;RFC2;RRAS2;MRPS21;TAP1;NME4;CDC25C;CDC25A;THAP1;TUFM;ERN1;MTHFD2;CEP57L1;CKS2;MCM5;SNRNP25;UMPS;DTL;SF3B5;NDUFB9;MAOA;UHRF1;NCAPG;LY96;AK4;TTK;UQCR10;ADRB2;CENPA;MRPL20;RACGAP1;BAG2;TMEM128;EMC6;ECT2;POLR2J;BUB1;FDPS;STIL;CENPW;SPAG5;NFYB;NDUFA3;BNIP3;RARRES1;UBE2A;SMARCA1;SHCBP1;GDAP2;DHFR;TPX2;EHD4;RAD51;CENPH;FABP5;CENPI;CENPK;CDK2;CDK1;NUCB2;SPC25;NFKBIB;BET1,Aging_Perturbations_from_GEO_down
Mouse retina 6 months vs 10 months GSE33674 aging:305,87/382,0.0133996520366171,0.0430595559828369,0,0,1.3320947169739377,5.744693820449587,POMT2;MDC1;UBXN2B;RPL31;WWC1;ZBTB26;GMNN;BUB1B;PRDM1;ZFP82;LYST;SMC2;SNAPC5;GMPPB;C1GALT1C1;SMCHD1;PTER;RUVBL2;RUVBL1;ARHGDIB;CEP97;ERMAP;SLC37A3;ZNF322;RPP38;APAF1;MRPS25;ZDHHC12;VPS13A;REXO2;LIME1;TMEM177;IRF3;ALS2;PPP1R3B;BBS12;HEATR5B;TARS2;TOP1;CRELD2;UMPS;PRR11;KLHL18;CHRNA5;ADRB2;KRCC1;C1ORF112;CIAO1;EXOSC6;RACGAP1;PNMA1;RBBP5;TMEM67;TRA2A;TRPM7;AMZ2;SLC15A4;RBM10;MDN1;C2ORF76;MON2;SDF2L1;FAHD1;SETDB1;NFYA;NOP16;HSPA5;PCGF5;STAT1;STAT2;FBXL19;APEX2;NFXL1;PARVB;UBE2A;WDR12;FANCG;UCKL1;LAS1L;P4HA1;ABI3;RFWD3;CDK2AP2;ATM;CD320;SLC25A35;BET1,Aging_Perturbations_from_GEO_down
Mouse neocortex 5 months vs 30 months GDS2973 aging:114,87/382,0.0133996520366171,0.0430595559828369,0,0,1.3320947169739377,5.744693820449587,POP5;ARF1;RASL11B;TECR;PDCD5;PRKAG1;UBP1;PIK3CD;GHITM;CHCHD2;AKAP11;TFG;SLC22A17;TRIM3;SUMO2;FLOT1;AP3S1;PIM2;JUNB;TMEM14A;DDX17;COX8A;LYPLA2;HSBP1;UBE2E1;CACYBP;ACYP2;FOS;YWHAZ;COMMD4;PEX7;RRAGA;TMEM256;SMDT1;HNRNPH1;NDUFS5;UNC50;ITPKA;ERH;AURKAIP1;SLC25A5;EIF1B;STX1A;GLYR1;ATP6V1A;CCDC142;SSNA1;GSTP1;GPS1;DCTN3;CEND1;BHLHE22;TMEM165;SNX3;CDC42;MAT2A;CAMK2N2;EMC2;EMC4;NUP88;CYC1;RABAC1;RAB6A;SLC25A22;RHBDL1;CDKN2D;NPDC1;EGR1;XBP1;AKIRIN1;NDFIP1;HSPA5;KLHL26;RANBP9;PDAP1;HIGD2A;CDK9;FABP5;CFAP36;PIN1;CYCS;FBXL5;LAMTOR3;RAB5A;TMEM9B;HSPA1B;LRP11,Aging_Perturbations_from_GEO_down
Mouse liver 4 months vs 22 months GSE3150 aging:328,41/162,0.0148466626726462,0.0467496720705156,0,0,1.5273332996819948,6.430042912032712,NDUFB9;CEBPA;NDUFA13;AHCY;NDUFB10;NDUFB11;ECI1;RPLP1;GSTP1;CROT;COX6A1;FBXO21;COX5B;ACTB;RPS15;HPX;CHCHD2;EVA1A;RPL18A;RPS18;FTH1;RPL36;RPLP2;RPL13;CYC1;RPS2;RPL19;GABARAPL1;GSTM1;RPS5;DCXR;CHCHD10;APOA1;MIF;RPS26;RPS28;RPL37A;APOC1;FAU;RPL28;HSPA1B,Aging_Perturbations_from_GEO_down
Mouse brain 4 months vs 22 months GDS1311 aging:68,82/359,0.0148748956588004,0.0467496720705156,0,0,1.3367437248896743,5.625124991146429,YWHAE;ARF1;NDUFA13;PDCD5;EMC10;ACTG1;RPS15;MAP1LC3A;YWHAQ;BASP1;STMN1;ENC1;TRAPPC11;AP3S1;KIFAP3;GLUL;TMSB10;HSP90AA1;ACOT7;SLC6A17;FOS;SYN1;CLDN11;EEF1A1;NDUFS5;ITPKA;RPL37A;UQCRC1;FKBP8;HNRNPH2;ATP6V0D1;SLC25A5;RPL28;CTXN1;ATP6V0C;SHANK3;STX1A;PFN2;ATP6V1A;RTN3;MTPN;NDUFB10;EPAS1;NDUFB11;FOXG1;ATP1A2;BHLHE22;MFF;OAZ1;COX5A;MYL12B;SNX3;GNG10;ZMAT3;EMC2;UBC;PGK1;CAMTA2;NCDN;RPS2;CYC1;RAB6A;POLR2L;EGR1;CBX6;NDUFA7;HSPA5;NDUFA5;MDH2;NDUFA3;IGIP;PDAP1;PPP1CA;HIGD2A;FKBP1A;PDP1;GNB2;TTC3;OCIAD1;PIN1;CYCS;ACO2,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 29 years vs 81 years GSE62373 aging:156,94/419,0.0156587177789834,0.0486781878781441,0,0,1.3065504909291892,5.4309743172516205,CLIC3;XYLT1;HSPB1;RORA;GCC2;NUCKS1;ARID4B;IFIT1;IKZF3;SLC2A6;IFIT3;IRF2BPL;TUBB6;BASP1;MYC;ZMYM5;TNFAIP8L1;ZNF326;PTGDS;MAP3K7;IER3;MEF2A;DDX17;MED1;CHST7;CERS6;ZNF281;VPS33A;DCXR;FN3KRP;ZFP91;PASK;ZFX;CD2AP;UHMK1;SIKE1;ZC2HC1A;ELF2;XRN2;FSCN1;ORAI1;DUS3L;NBL1;SF1;FYTTD1;NFAT5;SNAP47;POM121;INO80D;NOTCH1;CEBPD;FGL2;DCUN1D1;MFF;NR2C2;HIF1A;KRCC1;HELZ2;NPAT;UGCG;SBNO2;BAG3;RAD21;MBP;SLC15A4;ZKSCAN1;CDR2;HES4;ABCA1;LYN;EGLN1;CREBBP;ZFHX3;GALNT4;CCZ1B;ZBTB10;IFI44;ISG15;HNRNPL;IL6;RYBP;BCL6;TAOK1;CENPK;FOSB;GRB2;TCF4;BCOR;CDK13;RBAK;HSPA1B;NUCB2;SLC25A36;HSPA1A,Aging_Perturbations_from_GEO_down
Human CD4+Tlyphocytes 40 years vs 81 years GSE62373 aging:180,83/365,0.0159885074085781,0.0491689582672403,0,0,1.329015260180094,5.4966544146409095,ATF1;SPON1;SCOC;CLIC3;RBM26;GPR65;XYLT1;CHM;ARID4B;TTF2;IKZF3;RAB22A;TBK1;C16ORF72;ZNF83;PTGDS;SEC62;TMED7;CTBS;MEF2A;DDX17;TTC37;RFC4;ZNF281;TAP2;HLA-C;UHMK1;ZC2HC1A;XRN1;LACTB2;SNPH;DGKQ;GPR160;NBL1;NFAT5;CEBPA;STXBP3;INSIG2;TUFT1;USO1;FGL2;ARL1;ZNF518A;NR2C2;MFF;CBL;CDKN2AIP;UGCG;NPAT;COMMD8;SPAST;NTHL1;HMOX1;LYAR;EPS15;SLC15A4;HES4;UBQLN2;ABCA1;LYN;SMARCE1;CREBBP;NDFIP1;SLC35A3;GALNT4;CCZ1B;KIDINS220;BNIP3;ZBTB10;IFI44;RANBP9;UBE2A;IRAK1BP1;RYBP;MFAP1;TAOK1;CENPK;HLA-DPB1;NCAPD2;RBAK;TAF4;SLC25A36;NFE2L2,Aging_Perturbations_from_GEO_down
Mouse liver 4 months vs 10 months GSE3150 aging:324,57/239,0.0166274274040743,0.0505847095578446,0,0,1.4126594264631074,5.787244265197609,ECI1;RPLP1;CROT;COX6A1;ACTB;ACTG1;TMEM147;RPL18A;RPS18;RPL36;RPLP2;JUNB;IER2;PDIA3;BRD2;RPS5;SIGMAR1;APOA1;FOS;TMEM37;HADHA;CDC34;TUBB2A;NDUFS8;CRELD2;RPL28;MGLL;NDUFB7;SDC4;NDUFB11;INSIG2;GSTP1;PON1;COX5B;COX5A;HSP90B1;HPX;UBC;HACL1;CYC1;DECR2;RPL19;EGR1;JUN;SDF2L1;HSPA5;F12;RARRES1;CHCHD10;RPL23A;IGF1;RPS26;RPS28;RNF149;APOC1;ID3;PXMP4,Aging_Perturbations_from_GEO_down
Mouse liver 6 months vs 26 months GSE20426 aging:374,45/182,0.0168026133146686,0.0505847095578446,0,0,1.4807496459914875,6.050670077414736,FOXA1;CHIC2;CCNJ;NARF;PFKFB3;ALAS1;CBFB;TUFT1;ONECUT1;MCM10;HS6ST1;ACTG1;CKS1B;GMPPB;TCEAL8;THBD;DBP;CDH1;MYC;EFHD2;PIM3;ACADS;SLC25A22;SLC39A4;MAP3K5;XBP1;CERS6;TNFRSF12A;MBD1;USP2;SLC35C1;GPCPD1;COQ10B;SLC39A14;GADD45G;SPATA2L;MAFB;SCO2;MAFF;SLC25A51;CRELD2;ATF3;KCTD15;HSPA1B;BCL2L1,Aging_Perturbations_from_GEO_down
Mouse inguinal fat 5 months vs 24 months GSE25325 aging:279,72/312,0.0170412378674959,0.0507686878135817,0,0,1.3539904788574628,5.513610511043179,SLC25A1;NDUFA13;ALAS1;RPL31;NRM;MRPL36;ETFB;USE1;ACTB;ETS2;ZDHHC4;TUBA1B;MRPL2;LGALS1;TMEM147;DBP;SNRPD2;PSMD4;RPS19;RPL18A;YWHAQ;FTH1;HMGN3;PHLDA3;LYPLA2;RPS9;GPX1;GPX8;TALDO1;MIF;RBX1;TMEM256;TXNIP;TAX1BP3;RPL29;PFN1;ATF5;VPS28;LRPAP1;RPN2;RPL12;CRIP2;CORO1A;AGPAT2;HSD17B10;PSMA7;CENPB;PSMB4;MVB12A;IGFBP7;RPS2;CYC1;RPL18;NDUFV1;POLR2L;BTF3;EGR1;CD164;XBP1;GSTM1;NDUFA3;IDH2;CHCHD10;LSM4;HIGD2A;FKBP1A;PSMC4;NDUFAB1;EIF3G;PI16;RPS21;EIF3D,Aging_Perturbations_from_GEO_down
Rat frontalcortex 4 months vs 22 months GDS3939 aging:99,75/327,0.0174323873916933,0.051398585505405,0,0,1.3433729713858638,5.439888710679705,GPI;BTG1;CLTC;ARHGDIG;GHITM;DCAF7;ACTB;ACTG1;NRGN;TMEM47;STMN1;ENC1;ARL6IP5;STK32C;SCN1A;SKP1;HMGN1;HSP90AA1;SLC6A17;PRMT1;HSBP1;FOS;COQ10B;YWHAZ;SYN1;PTP4A1;RRAGA;TUBB2A;CMPK1;TBPL1;RPL29;ALDOA;SLC25A5;CHMP5;NECAB3;ATXN7L3B;BHLHE22;NALCN;LIN7B;HSP90B1;SNX3;STIP1;GNG10;TMEM65;PRKAR2B;FAM120A;MAPK1;RPS2;CYC1;RAB28;RAB6A;SPTBN2;ATAD1;EGR1;EGR2;XBP1;AKIRIN1;CBX6;MARCKSL1;HSPA5;NEGR1;RPL23A;TUBB4B;FKBP1A;PDP1;TM9SF2;CNIH1;TTC3;GNB1;PIN1;CYCS;KRAS;ACO2;CALM1;SERINC3,Aging_Perturbations_from_GEO_down
Rat femur 7 weeks vs 27 weeks GDS509 aging:258,69/299,0.0191604080315746,0.0559171091533709,0,0,1.353693340794628,5.353734261910978,RPL5;ARF1;BTG1;TFRC;TECR;XYLT2;SPINT2;RPL8;METRNL;DCAF6;TXN2;C4B;RPS15;STK10;FLOT1;COL10A1;PIM3;B2M;PGM1;STARD3;GPX1;CACNA2D1;PTOV1;CYBA;EEF1A1;HADHA;PTP4A2;COX7A2L;GAL;NDUFS7;NDUFS5;ATP6V1B2;TXNIP;ALDOA;RAF1;SLC25A5;TP53;PTMA;ATP6V0C;SLC25A11;ATP6V1A;NDUFB9;ECHS1;CBFB;AK1;ATP1A2;COX5B;GNS;COX5A;MYL12B;SPP1;PGK1;CYC1;RPL18;ATP6V1D;ARSB;MDH1;NDUFA5;MDH2;IDH3G;CNBP;NDUFA3;IDH2;DAB2;CD4;HNRNPF;SDC1;CYCS;SERINC1,Aging_Perturbations_from_GEO_down
Rat hippocampus 7 months vs 21 months GDS4019 aging:98,72/314,0.0195994129447365,0.0566205262847944,0,0,1.342633843333927,5.279579536461679,YWHAE;APP;NCKAP1;TFRC;RPL31;PTPRN;ARHGDIG;SLC7A11;LYST;NRGN;NADK2;LAPTM4A;HERC2;RPS18;SLC22A17;ENC1;FAM3C;SLC12A6;HMGN2;HRAS;HMGN3;SCN1B;STK32C;COX8A;KLF10;MAP2K1;CACNA2D1;SLC2A13;SCAMP1;TMEM130;LMBRD1;ITPKA;ATP6V1B2;RPL29;ATP6V0D1;SSX2IP;PFN2;GLYR1;NAPA;NDUFB9;HDAC2;RPN2;CTBP1;FOXG1;ATP1A2;BHLHE22;PRKCZ;NALCN;PSMA7;CDC42;ABR;GNG10;TNKS2;CHN1;FAM120A;RPS2;ATAD1;RAP1GAP2;CBX6;PDHA1;HSPA5;ATRNL1;WFS1;AP3D1;PDAP1;RPL23A;COPS6;LHX2;TAOK1;ABI1;OCIAD1;PIN1,Aging_Perturbations_from_GEO_down
Mouse tumor tissue 143 days vs 551 days GSE45606 aging:236,50/208,0.020563182057885,0.0583842453257132,0,0,1.4267369392665767,5.541807352148858,CUEDC2;BTG1;KDM1A;RPLP1;SPPL2B;NOC2L;ACTB;GJA1;TUBA1B;LGALS1;RPL18A;FTH1;RPL35;PIM3;SEC63;IER3;LYPLA2;BNIP3L;EDF1;YWHAZ;SAP30;MRPL52;EEF1A1;ERH;RPL29;ALDOA;SLC25A5;CEBPB;SMARCD2;RAB5C;RPN2;UHRF1;ARL1;HSD17B10;HSP90B1;EIF4H;RPL19;MCL1;POLR2L;CBX6;SMAD3;SIVA1;IDH2;LSM4;VASN;GRHPR;GNB2;UBE2O;SERINC1;RPS21,Aging_Perturbations_from_GEO_down
Rat femur 10 weeks vs 30 weeks GDS509 aging:260,82/364,0.0206182125101295,0.0583842453257132,0,0,1.3126343106267464,5.095095732394265,TOP2A;ITGB1;ARF1;BTG1;TFRC;MCM7;CLTC;ARPC5L;HMGB2;PIK3CD;PLOD2;RPL8;METRNL;TXN2;PPP1CB;STK10;TUBA1B;CCND3;TBK1;MAP1LC3A;RPL18A;PTTG1;STMN1;RPL36;SEC62;B2M;GLUL;SRGN;BNIP3L;RPS9;PRMT1;TALDO1;RPS3A;YWHAZ;SND1;COPZ1;APRT;EEF1A1;RCN3;COX7A2L;DDX39A;HMBS;RPL29;PFN1;PTMA;ATP6V0C;ARF6;SNRPB;NDUFB9;SMARCD2;SDC4;CTBP1;NDUFB11;AKAP8;FURIN;COX5B;GNS;GATA1;CORO1A;PSMA7;GNG10;RACGAP1;UBB;SPP1;PGK1;RPL18;RPL19;NDUFA9;SLC16A1;UBE2I;NDUFA5;IDH3G;TNK2;CNBP;PLK1;PLA2G2A;HNRNPF;KIF4A;ID3;CYCS;FAU;RPS21,Aging_Perturbations_from_GEO_down
Mouse inguinal fat 5 months vs 24 months GSE25325 aging:280,64/276,0.0211786579032666,0.059340988694586,0,0,1.3618223705367265,5.249500181014292,RYR1;BTG1;ALAS1;RPL31;ETFB;USE1;ACTB;HERPUD1;RPS15;PPP3CB;MRPL2;SNRPD2;RPS19;RPL18A;SUMO2;RPL35;PDIA3;LYPLA2;RPS9;GPX1;RPS5;TAP2;GPX8;CYBA;MIF;EEF1A1;PTP4A2;COX7A2L;IRF2;TXNIP;RPL29;ALDOA;SMARCD2;GGNBP2;OAT;RPN2;RPL12;COX5A;CORO1A;PSMA7;C2;C3;CCL5;RPS2;NDUFV1;CCT4;MCL1;BTF3;XBP1;NDUFA6;NDUFA5;FAM78A;IDH3G;NDUFA3;GOT2;LAPTM5;RPA1;CHCHD10;PSMB8;COPS6;PI16;RPS21;CLEC2D;EIF3D,Aging_Perturbations_from_GEO_down
Mouse brown fat 5 months vs 24 months GSE25325 aging:286,65/281,0.0213710553690292,0.059340988694586,0,0,1.3575308469453242,5.220680576531149,CDKN1C;MRPS16;BTG1;TFRC;NDUFA11;RPL31;RPLP1;ETFB;COX6A1;PPP1R18;USE1;ACTB;RPS15;LAPTM4A;MRPL2;TMEM147;PSMD4;RPS19;FTH1;SUMO2;ARL6IP5;COTL1;RPL35;RPLP2;PDIA3;LYPLA2;RPS9;FBXW5;RPS5;GPX8;CYBA;ATAD3A;EEF1A1;COX7A2L;SMDT1;RPL29;RPL12;ATP1A2;PIK3R1;UQCR10;MRPL12;COX5B;CORO1A;C3;UBB;CCL5;RPL18;NDUFV1;BTF3;CD74;XBP1;NDUFA6;NDUFA5;IDH3G;NDUFA3;LAPTM5;G0S2;CHCHD10;RPS26;CCS;APOC1;TOMM7;PI16;RPS21;CLEC2D,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 52 years vs 81 years GSE62373 aging:168,87/390,0.0222229905718036,0.0611132240724601,0,0,1.2962779405049616,4.934447793454193,GALNT14;MIDN;TFRC;ELL;CCNH;GPR65;HSPB1;RORA;ARID4B;IFIT1;IKZF3;IFIT3;OASL;MYC;TNFAIP8L1;ZNF326;ZNF600;PTGDS;HOXA6;DDX17;EOMES;DUSP2;ZER1;PDE4D;DAPK3;RRAS2;VPS37D;HLA-C;UBALD2;ASH1L;VPS37B;PASK;MFSD12;SYTL3;LRRC41;UHMK1;MMP14;CTU1;ZC2HC1A;SARS2;SHPK;XRN2;NBL1;RNF166;TRIM11;LRRC14;FYTTD1;NFAT5;RRN3;CEBPD;FGL2;ADRB2;NR2C2;HELZ2;NPAT;UGCG;HIRA;SBNO2;CRACR2B;BAG3;MBP;HES4;TOE1;LYN;CD164;CREBBP;JUN;GALNT4;CCZ1B;CARD9;ZBTB10;M6PR;IFI44;ISG15;EIF2AK4;ELL2;BATF;IL6;RYBP;BCL6;TAOK1;CENPK;FOSB;RBAK;HSPA1B;SLC25A36;HSPA1A,Aging_Perturbations_from_GEO_down
Human CD4+lyphocytes 29 years vs 52 years GSE62373 aging:153,65/283,0.0246384823954574,0.0671105330009602,0,0,1.3449097696934889,4.980800348254354,GHDC;ITGAM;AP4E1;XYLT1;MT1X;IKZF3;DNPH1;TXNDC17;SNAPC5;HEBP2;LGALS1;ZMIZ1;BASP1;AP1S1;MFSD1;ITGAV;TMSB10;DGCR2;MEF2A;CERS6;GPX1;IFNGR2;ALG5;NME4;GPCPD1;IL17RA;RBX1;DNAJC30;TMSB15B;NDUFS5;BMP2K;SNRNP25;SF1;ATP6V1A;CEBPA;POM121;NDUFB7;NDUFB11;LY96;TMEM160;CRIP2;TYMS;NR2C2;MFF;LAGE3;C12ORF57;EXOSC4;UCP2;HMOX1;IGFBP7;SAMD1;POLR2J;HES4;ABCA1;EGR2;ZFHX3;MARCKSL1;GSTM1;IL10RB;AHI1;LSM7;DAB2;TSPAN14;TBXAS1;ID3,Aging_Perturbations_from_GEO_down
Rat liver 12 months vs 24 months GSE11097 aging:195,61/264,0.0256346107236584,0.0691650817638331,0,0,1.3551528853902792,4.965025212532368,ALAS1;RPL31;ECI1;HSPB1;AHR;COX6A1;RPS15;AKR7A2;RPS19;RPL18A;RPS18;FTH1;LONP2;RPL35;GNPNAT1;GLUL;GAMT;RPS9;RPS5;APOA1;MIF;KLF15;EEF1A1;PTP4A1;TUBB2A;LOX;CSNK2B;BLVRB;ALDOA;RPL28;PTMA;CD63;CEBPB;OAT;INSIG2;RPL12;PSMA7;MYH11;IGFBP7;HACL1;NRBF2;BTF3;EGR1;FDPS;HSD3B7;XBP1;SDF2L1;NDUFA6;HSPA5;RARRES1;OSGIN1;CHCHD10;TUBB4B;RPS26;SULT1B1;GRHPR;ID1;NDUFAB1;CDK2AP2;FAU;RPS21,Aging_Perturbations_from_GEO_down
Mouse Inguinal fat 5 months vs 24 months GSE25325 aging:276,79/353,0.0262572998081994,0.0701830630387386,0,0,1.3010856742608568,4.735706262252468,SLC25A1;NRP1;CLIC4;BTG1;ARL6IP1;RPLP1;ETFB;COX6A1;PPP1R18;ACTB;RPS15;TUBA1B;LGALS1;RPS19;SCP2;RPL18A;TMEM43;FTH1;ARHGDIB;COTL1;RPL35;RPLP2;TSPO;PIM3;B2M;HMGN3;TMSB10;PDIA3;LYPLA2;RPS9;EGFL7;GPX1;RPS5;TALDO1;CYBA;HSPG2;EEF1A1;PTP4A1;IRF2;TXNIP;GINM1;CD47;SLC25A5;VPS28;GGNBP2;RPN2;RPL12;CORO1A;AGPAT2;C2;C3;UBB;PRKAR2B;CCL5;CTNNA1;EIF4H;SNCG;RPS2;RPL18;RPL19;MCL1;POLR2L;EGR1;CD74;CD164;HSD3B7;SORT1;LAPTM5;G0S2;PSMB8;PPP1CA;RPS26;BCL6;GNB2;VIM;PI16;LAMTOR4;RPS21;CLEC2D,Aging_Perturbations_from_GEO_down
Mouse heart 5 months vs 30 months GSE11291 aging:202,58/251,0.028879135452654,0.0759090069842042,0,0,1.3549721421293386,4.802882900192759,ARF1;ALAS1;TFRC;TECR;FHL2;GHITM;ALKBH7;MRPL34;COX6A1;ACTB;HERPUD1;TUBA1B;LAPTM4A;LGALS1;DBP;STMN1;CFL1;SUMO2;PIM3;AP3S1;TMSB10;GPX1;RPS5;BPGM;MLF2;EEF1A1;IMMP1L;CASQ2;TXNIP;GINM1;ERH;TKT;SLC25A5;SLC25A11;ECHS1;RPL12;MRPS34;CRIP2;MRPL12;AGPAT2;TTN;CDC42;UBC;RPS2;EGLN1;RANBP1;TMEM86A;PDHA1;MTX2;NDUFA3;GOT2;RPL23A;TUBB4B;FABP5;FASN;CTNNB1;CYCS;VIM,Aging_Perturbations_from_GEO_down
Rat femur 6 weeks vs 52 weeks GDS509 aging:263,51/217,0.028949035645894,0.0759090069842042,0,0,1.3848394692355166,4.905403830333194,ITGB1;BTG1;TFRC;RPL31;ACTB;TUBA1B;LGALS1;MAP1LC3A;RPS18;BASP1;FTH1;RPL36;RPLP2;PMEPA1;B2M;TMSB10;SRGN;BNIP3L;RPS9;CYBA;RPS3A;FOS;COPZ1;MMP12;PTP4A2;MMP14;GAL;MYH3;LOX;CSNK2B;ATP6V1B2;ALDOA;SLC25A5;RPL28;ATP6V0C;ATP6V1A;RPN2;GNS;SPP1;FYN;ARSB;EGR1;TGFB1;IDH2;FN1;RPS26;DAB2;NEDD4;CPD;FAU;VIM,Aging_Perturbations_from_GEO_down
Human meniscus 40 years vs 55 years GSE45233 aging:209,72/320,0.0291957719170016,0.0759090069842042,0,0,1.3096629660075338,4.627997117002582,SPON1;CHPF;RPL31;RPLP1;MT1X;ZDHHC8;ACTB;FGFRL1;CMIP;SEC61A1;MT2A;RPS19;TMEM43;ZMIZ1;BASP1;PIEZO1;PMEPA1;TMSB10;PGM1;IER3;SUN2;CHST6;RPS9;RING1;RPS5;NME4;MIF;SLC39A14;PJA2;EEF1A1;RRAGA;TUBB2B;EEF1D;CDC37;COL6A2;COL6A1;RPL37A;FSCN1;ATP6V1B2;JTB;SLC25A51;NBL1;SQSTM1;MATN2;ATP6V1A;CEBPB;PFKFB3;WBP2;RRBP1;IRAK1;POLR2A;ZMAT3;ABI3BP;CTNNA1;SPP1;CILP2;IGFBP7;FLNC;RABAC1;JUN;JUND;IQSEC1;MDH2;BNIP3;VASN;TMEM158;MAFB;TTC3;BHLHE40;GNB1;CALM3;FERMT2,Aging_Perturbations_from_GEO_down
Mouse hippocampus 9 months vs 20 months GSE48911 aging:391,35/141,0.0301937034490398,0.0777963890668955,0,0,1.4872217922436517,5.20545752266116,SNAP47;NDUFA13;CNP;RPLP1;TECR;COX5B;ACTG1;TUBA1B;RPS19;RPL18A;BASP1;FTH1;ARHGDIA;CFL1;RPL36;RPL35;RPLP2;RPL13;CAMTA2;PTGDS;SCN1B;SPTBN2;SMARCC2;RPL23A;MLF2;EEF1A1;RPS26;RPS28;KIFC2;RPL37A;LAMTOR1;ALDOA;RPL28;CTXN1;RPS21,Aging_Perturbations_from_GEO_down
